d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,3069143.56
1_facilities_and_construction,2018-2019,628283.30
1_facilities_and_construction,2019-2020,387989.59
1_facilities_and_construction,2020-2021,653007.46
6_industrial_products_and_services,2017-2018,27978.66
