owner_org,d_fiscal_year,total
cas-satj,2019-2020,190307.85896551725
cas-satj,2020-2021,176945.5310344828
cbsa-asfc,2017-2018,622878.9224552546
cbsa-asfc,2018-2019,203558.3337673837
dfatd-maecd,2020-2021,46129.13940717629
dnd-mdn,2017-2018,1063347.8450224753
dnd-mdn,2018-2019,800878.1733527674
dnd-mdn,2019-2020,592856.3730967715
dnd-mdn,2020-2021,670990.4182463796
esdc-edsc,2019-2020,132070.44006396766
esdc-edsc,2020-2021,2716884.7423078613
nserc-crsng,2017-2018,157762.4535581519
nserc-crsng,2018-2019,157762.4535581519
nserc-crsng,2019-2020,158194.6794583112
nserc-crsng,2020-2021,157762.4535581519
rcmp-grc,2017-2018,94339.18000000001
rcmp-grc,2018-2019,101875.15000000001
rcmp-grc,2019-2020,95455.62000000001
ssc-spc,2017-2018,16347784.328203797
ssc-spc,2018-2019,9889165.370605752
ssc-spc,2019-2020,14852605.656093443
ssc-spc,2020-2021,9151659.983221335
tbs-sct,2017-2018,508376.8134171908
tbs-sct,2018-2019,783081.1485953879
tbs-sct,2019-2020,1681301.2615206516
tbs-sct,2020-2021,1949625.8756490257
tc,2018-2019,209553.25956951306
tc,2019-2020,559828.4160762173
tc,2020-2021,558298.8302399436
