d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,573661.26,588526.70
1_facilities_and_construction,2018-2019,311191.59,317201.61
11_defence,2017-2018,489686.59,502375.97
11_defence,2018-2019,489686.59,497301.94
11_defence,2019-2020,590618.14,584876.83
11_defence,2020-2021,667005.27,634102.09
11_defence,2021-2022,358053.83,335111.89
2_professional_services,2019-2020,46758.09,45657.74
2_professional_services,2020-2021,453511.91,430949.23
2_professional_services,2021-2022,1003154.06,929083.73
3_information_technology,2017-2018,17731141.70,18188051.95
3_information_technology,2018-2019,11344995.72,11521257.45
3_information_technology,2019-2020,17621330.33,17465448.12
3_information_technology,2020-2021,14277244.85,13566132.20
3_information_technology,2021-2022,24585210.28,22767546.80
