d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,31173.24,32136.84
1_facilities_and_construction,2018-2019,31173.24,31770.61
1_facilities_and_construction,2019-2020,31258.64,31009.29
1_facilities_and_construction,2020-2021,31173.24,29686.92
1_facilities_and_construction,2021-2022,6063.84,5742.42
2_professional_services,2017-2018,2149847.34,2216168.07
2_professional_services,2018-2019,2444530.46,2491375.35
2_professional_services,2019-2020,2451227.81,2431674.42
2_professional_services,2020-2021,2475706.71,2357436.39
2_professional_services,2021-2022,2453271.47,2281020.39
2_professional_services,2022-2023,301380.47,272226.23
