d_most_recent_category,total,percentage
9_human_capital,3892701.77,0.5927
11_defence,1770403.35,0.2696
6_industrial_products_and_services,464915.60,0.0708
2_professional_services,361118.82,0.055
4_medical,78693.04,0.012
