d_fiscal_year,total,total_constant_2019_dollars
2017-2018,4431006.44,4543561.96
2018-2019,825297.92,834892.66
2019-2020,676534.97,674585.99
2020-2021,275626.20,260813.30
2021-2022,359367.05,146964.71
