d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2022-2023,6686.84,5917.49
1_facilities_and_construction,2022-2023,208805.92,188019.47
2_professional_services,2018-2019,75697.68,77146.72
2_professional_services,2019-2020,76113.60,75506.44
2_professional_services,2020-2021,75905.64,72286.51
2_professional_services,2021-2022,156222.33,143176.43
2_professional_services,2022-2023,291300.40,262302.57
6_industrial_products_and_services,2018-2019,416878.12,424858.19
6_industrial_products_and_services,2019-2020,419168.66,415824.96
6_industrial_products_and_services,2020-2021,418023.39,398092.32
6_industrial_products_and_services,2021-2022,418023.39,388647.07
6_industrial_products_and_services,2022-2023,418023.39,374049.08
9_human_capital,2021-2022,83601.00,77614.84
