d_most_recent_category,total,percentage
6_industrial_products_and_services,2090116.95,0.6821
2_professional_services,675239.65,0.2203
1_facilities_and_construction,208805.92,0.0681
9_human_capital,83601.00,0.0273
0_other,6686.84,0.0022
