d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,5960.749315068493
10_office_management,2018-2019,18213.40068493151
11_defence,2017-2018,167674.08
11_defence,2018-2019,784546.44
11_defence,2019-2020,24669.75
5_transportation_and_logistics,2017-2018,2773630.1530774487
5_transportation_and_logistics,2018-2019,3828717.1681828243
5_transportation_and_logistics,2019-2020,3366095.257547407
5_transportation_and_logistics,2020-2021,663892.5613590513
NA,2020-2021,27429.149999999998
