owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2017-2018,54912.90,56228.39
aandc-aadnc,2018-2019,23473.80,23704.76
acoa-apeca,2017-2018,60122.58,61561.46
acoa-apeca,2018-2019,90455.56,91383.75
cbsa-asfc,2018-2019,173090.98,174823.95
cbsa-asfc,2019-2020,133928.61,131341.40
cbsa-asfc,2020-2021,117891.21,112170.06
cfia-acia,2018-2019,1154072.33,1165742.44
cfia-acia,2019-2020,630840.25,617092.67
cnsc-ccsn,2018-2019,23468.55,23763.22
cra-arc,2017-2018,27455.14,28107.78
csc-scc,2018-2019,153964.52,155839.18
csc-scc,2019-2020,115945.37,113775.69
csc-scc,2020-2021,114470.15,108806.45
dfo-mpo,2017-2018,51415.93,52653.13
dfo-mpo,2018-2019,90308.94,91430.25
dfo-mpo,2019-2020,259177.21,253936.65
dfo-mpo,2020-2021,280476.69,266694.74
dnd-mdn,2017-2018,173634.83,178150.95
dnd-mdn,2018-2019,802759.84,811349.45
dnd-mdn,2019-2020,24669.75,24217.65
dnd-mdn,2021-2022,79800.60,51583.61
ec,2018-2019,30151.85,30448.51
esdc-edsc,2018-2019,77110.95,77928.25
esdc-edsc,2019-2020,101290.20,99887.68
hc-sc,2017-2018,411397.34,421194.54
hc-sc,2018-2019,238832.73,241397.94
hc-sc,2019-2020,52119.90,51151.35
ic,2017-2018,21542.85,22053.19
isc-sac,2017-2018,256017.82,262101.53
isc-sac,2018-2019,23473.80,23704.76
isc-sac,2019-2020,254500.57,248465.45
isc-sac,2020-2021,11847.42,11183.73
isc-sac,2021-2022,74193.00,41301.91
pbc-clcc,2017-2018,60118.13,61535.24
pc,2017-2018,177249.57,181766.99
pc,2018-2019,394245.25,398430.27
pc,2019-2020,228503.79,225585.91
pc,2020-2021,85890.16,82120.43
pch,2019-2020,46704.46,46621.87
phac-aspc,2017-2018,29554.02,30256.45
phac-aspc,2019-2020,28716.45,28021.50
ps-sp,2017-2018,28679.80,29363.90
rcmp-grc,2017-2018,1534781.64,1572457.42
rcmp-grc,2018-2019,1326523.49,1342827.55
rcmp-grc,2019-2020,1253861.89,1244971.56
rcmp-grc,2020-2021,80746.08,76462.27
rcmp-grc,2021-2022,1691019.69,813991.51
ssc-spc,2019-2020,201512.59,196635.88
tc,2017-2018,60382.43,61980.09
tsb-bst,2018-2019,29544.42,29887.17
tsb-bst,2019-2020,58993.97,58506.03
