d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2020-2021,27429.15,26222.54
10_office_management,2017-2018,5960.75,6125.01
10_office_management,2018-2019,18213.40,18678.21
11_defence,2017-2018,167674.08,172834.16
11_defence,2018-2019,784546.44,792622.46
11_defence,2019-2020,24669.75,24229.83
11_defence,2021-2022,79800.60,73476.18
5_transportation_and_logistics,2017-2018,2773630.15,2853046.04
5_transportation_and_logistics,2018-2019,3828717.17,3871704.44
5_transportation_and_logistics,2019-2020,3366095.26,3317356.45
5_transportation_and_logistics,2020-2021,663892.56,633869.70
5_transportation_and_logistics,2021-2022,1765212.69,1620492.21
