owner_org,d_fiscal_year,total
atssc-scdata,2017-2018,9433.742222222223
atssc-scdata,2018-2019,86082.89777777778
cbsa-asfc,2017-2018,30292.43707012335
cbsa-asfc,2019-2020,39154.5
cfia-acia,2018-2019,42347.89
cic,2018-2019,82783.8
cic,2019-2020,90296.00939051919
cic,2020-2021,23343.570609480812
cra-arc,2017-2018,8058.230588235295
cra-arc,2018-2019,26189.249411764707
csc-scc,2017-2018,236061.1657297634
csc-scc,2018-2019,228756.0941016435
csc-scc,2019-2020,83270.61092661059
csps-efpc,2018-2019,81359.88
cta-otc,2017-2018,14560.435419630157
cta-otc,2018-2019,17143.738477951636
cta-otc,2019-2020,17190.707624466573
cta-otc,2020-2021,17143.738477951636
dfatd-maecd,2017-2018,61497.58
dfatd-maecd,2018-2019,89518.33699478743
dfatd-maecd,2019-2020,177989.78759212646
dfatd-maecd,2020-2021,71914.10959219057
dfo-mpo,2017-2018,5878.137994858613
dfo-mpo,2018-2019,90600.78036579714
dfo-mpo,2019-2020,68855.90163934426
dnd-mdn,2017-2018,776329.0430942039
dnd-mdn,2018-2019,822158.5265413757
dnd-mdn,2019-2020,890136.2048642684
dnd-mdn,2020-2021,529061.5541381795
ec,2017-2018,92287.50392640641
ec,2018-2019,449549.58
ec,2019-2020,12592.5
ec,2020-2021,10929.11
esdc-edsc,2017-2018,152830.01855351796
esdc-edsc,2018-2019,83588.21374282434
esdc-edsc,2019-2020,150234.22625717567
esdc-edsc,2020-2021,73116.61538461539
fcac-acfc,2017-2018,26546.394674657535
fin,2017-2018,11623.630000000001
hc-sc,2017-2018,497348.8736001154
hc-sc,2018-2019,450412.10229051183
hc-sc,2019-2020,508491.93538192293
hc-sc,2020-2021,25328.279548133596
iaac-aeic,2020-2021,14051.76589727058
ic,2017-2018,304553.88519382046
ic,2018-2019,345799.1076330351
ic,2019-2020,311553.9884436073
ic,2020-2021,47963.78406934307
infc,2017-2018,6919.1897397769535
infc,2018-2019,61345.011701615724
infc,2019-2020,40236.668558607336
isc-sac,2017-2018,21820.211233791
isc-sac,2018-2019,46962.948766209
jus,2018-2019,13539.15
jus,2019-2020,10581.04
nrc-cnrc,2017-2018,12892.454466019417
nrc-cnrc,2018-2019,55901.012097634346
nrc-cnrc,2019-2020,77319.76343634623
nrcan-rncan,2017-2018,201318.4519793735
nrcan-rncan,2018-2019,104107.598148066
nrcan-rncan,2019-2020,56852.580645702306
nrcan-rncan,2020-2021,10365.065321278826
nserc-crsng,2017-2018,3258.0644117647053
nserc-crsng,2018-2019,33666.66558823529
oic-ci,2017-2018,111890.61115727003
oic-ci,2018-2019,273217.46884273
osgg-bsgg,2018-2019,2791.8300000000004
pch,2018-2019,44532.82118402282
pch,2019-2020,48653.76881597717
pch,2020-2021,8484.136170212767
pco-bcp,2017-2018,81692.66
pco-bcp,2018-2019,69542.9069308943
pco-bcp,2019-2020,180202.4230691057
phac-aspc,2017-2018,157695.2787254902
phac-aspc,2018-2019,93176.52714643099
phac-aspc,2019-2020,74332.93412807882
tbs-sct,2017-2018,3909.1
