d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2018-2019,4407.29,4450.66
10_office_management,2019-2020,39343.16,39011.15
10_office_management,2020-2021,1827.41,1725.04
2_professional_services,2017-2018,2684535.94,2753330.79
2_professional_services,2018-2019,2888741.50,2932181.37
2_professional_services,2019-2020,2592787.37,2574305.75
2_professional_services,2020-2021,798688.83,758304.38
2_professional_services,2021-2022,1199999.32,1111459.61
3_information_technology,2017-2018,5878.14,6016.70
3_information_technology,2018-2019,212606.88,215756.21
3_information_technology,2019-2020,208876.85,207207.54
3_information_technology,2020-2021,31008.57,29271.47
9_human_capital,2017-2018,159798.87,163925.90
9_human_capital,2018-2019,621849.86,631264.94
9_human_capital,2019-2020,31333.11,31444.52
