d_most_recent_category,d_fiscal_year,total
10_office_management,2018-2019,4407.294033018868
10_office_management,2019-2020,39343.16136792453
10_office_management,2020-2021,1827.4145990566037
2_professional_services,2017-2018,2668898.2318740636
2_professional_services,2018-2019,2986033.182971575
2_professional_services,2019-2020,2661643.268661106
2_professional_services,2020-2021,798865.7440001193
3_information_technology,2018-2019,82783.8
3_information_technology,2019-2020,105626.00939051919
3_information_technology,2020-2021,31008.570609480812
9_human_capital,2017-2018,159798.86790697675
9_human_capital,2018-2019,621849.8607387141
9_human_capital,2019-2020,31333.111354309167
