normalized_vendor_name,original_vendor_name
WILLS TRANSFER,WILLS TRANSFER LIMITED
WILLS TRANSFER,WILLS TRANSFER LTD
WILLS TRANSFER,Wills Transfer Ltd.
WILLS TRANSFER,WILLS TRANSFER LTD.
WILLS TRANSFER,Wills Transfer Ltd
WILLS TRANSFER,Wills Transfer Limited
