d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,12947.54
3_information_technology,2017-2018,32952.71741013825
3_information_technology,2018-2019,40207.80326974307
3_information_technology,2019-2020,69627.43561504954
3_information_technology,2020-2021,43211.08890867462
4_medical,2017-2018,143917
4_medical,2018-2019,51064.14
4_medical,2019-2020,45753.75000000001
4_medical,2020-2021,5131369.16
6_industrial_products_and_services,2017-2018,230257.08000000002
6_industrial_products_and_services,2018-2019,246503.94915254237
6_industrial_products_and_services,2019-2020,225406.72084745765
6_industrial_products_and_services,2020-2021,521470.29743463395
9_human_capital,2017-2018,50838.57452054795
9_human_capital,2018-2019,64025.49957974926
9_human_capital,2019-2020,111854.55374295454
9_human_capital,2020-2021,18949.857639826427
