d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,24605.75,25320.00
it_consulting_services,2020-2021,68764.25,65594.33
it_other,2017-2018,534690.91,550526.98
it_other,2018-2019,358547.61,364154.11
it_other,2019-2020,274939.66,271828.43
it_other,2020-2021,243172.26,231514.55
it_other,2021-2022,470814.06,433187.29
it_other,2022-2023,836282.66,745930.95
it_software_licensing,2018-2019,145171.22,147719.43
it_software_licensing,2019-2020,130693.80,129651.26
it_software_licensing,2020-2021,98198.90,93839.66
