owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2017-2018,879656.88,902451.67
cbsa-asfc,2018-2019,490902.05,499750.27
cbsa-asfc,2019-2020,210201.28,208427.40
cbsa-asfc,2020-2021,209626.96,199286.12
cbsa-asfc,2021-2022,70067.09,66126.78
cic,2017-2018,65992.74,67775.74
dnd-mdn,2017-2018,4327745.50,4439891.55
dnd-mdn,2018-2019,2022278.33,2059926.93
nrcan-rncan,2017-2018,41450.71,42543.50
pwgsc-tpsgc,2017-2018,390210.19,400321.81
pwgsc-tpsgc,2018-2019,32072.07,32768.66
tbs-sct,2017-2018,20754.68,21301.85
