normalized_vendor_name,original_vendor_name
MAXXAM ANALYTICS,MAXXAM ANALYTICS
MAXXAM ANALYTICS,MAXXAM ANALYTICS INC
MAXXAM ANALYTICS,Maxxam Analytics Inc
MAXXAM ANALYTICS,Maxxam Analytics International Corporation
MAXXAM ANALYTICS,Maxxam Analytics
MAXXAM ANALYTICS,MAXXAM ANALYTICS INTERNATIONAL CORP
MAXXAM ANALYTICS,MAXXAM ANALYTICS INTERNATIONAL CORP.
MAXXAM ANALYTICS,MAXXAM ANALYTICS INC.
MAXXAM ANALYTICS,MAXXAM ANALYTICS INTERNATIONAL
MAXXAM ANALYTICS,Maxxam Analytics Inc.
MAXXAM ANALYTICS,MAXXAM ANALYTICS INTERNATIONAL CORPORATION
MAXXAM ANALYTICS,Maxxam Analytic
MAXXAM ANALYTICS,Maxxam Analytic inc
MAXXAM ANALYTICS,Maxxam Analytics International Corp
MAXXAM ANALYTICS,Maxxam Analytic Inc.
