owner_org,d_fiscal_year,total
csc-scc,2020-2021,11841.369999999999
dnd-mdn,2017-2018,11051537.904735118
dnd-mdn,2018-2019,8197187.582906976
dnd-mdn,2019-2020,10642661.83
dnd-mdn,2020-2021,607218.5
