owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfatd-maecd,2018-2019,23167.46,23563.56
dfatd-maecd,2019-2020,12365.00,12183.53
dnd-mdn,2017-2018,136230.43,140180.68
dnd-mdn,2018-2019,14664.12,15038.36
dnd-mdn,2020-2021,40595.50,38502.47
dnd-mdn,2021-2022,10476.26,9981.87
pwgsc-tpsgc,2017-2018,2207543.10,2273488.76
pwgsc-tpsgc,2018-2019,3557658.29,3621438.01
pwgsc-tpsgc,2019-2020,3803338.41,3772244.70
pwgsc-tpsgc,2020-2021,5867295.17,5595777.46
pwgsc-tpsgc,2021-2022,5922166.06,5560421.02
