d_fiscal_year,total,total_constant_2019_dollars
2017-2018,124806.52,128551.78
2018-2019,102435.00,103827.89
2019-2020,85569.56,84618.22
2020-2021,493600.53,466881.39
2021-2022,2544378.71,2340525.42
2022-2023,4292287.32,3840755.10
