d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1025423.69,1055667.16
1_facilities_and_construction,2018-2019,2259009.73,2297584.66
1_facilities_and_construction,2019-2020,2696847.85,2675256.50
1_facilities_and_construction,2020-2021,1511367.21,1440898.90
6_industrial_products_and_services,2018-2019,111376.60,112679.54
