d_fiscal_year,total,total_constant_2019_dollars
2017-2018,8313939.20,8529380.56
2018-2019,8313939.20,8443233.25
2019-2020,8336717.11,8266363.76
2020-2021,8330152.63,7919081.79
2021-2022,11369592.20,10555668.91
