d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,3525666.52,3617064.11
1_facilities_and_construction,2018-2019,3504347.80,3556858.55
1_facilities_and_construction,2019-2020,3393391.97,3361771.22
1_facilities_and_construction,2020-2021,3687554.03,3505174.39
1_facilities_and_construction,2021-2022,1168872.06,882153.75
2_professional_services,2017-2018,902761.07,925066.55
2_professional_services,2018-2019,695996.91,706629.67
2_professional_services,2019-2020,3841356.15,3808939.04
2_professional_services,2020-2021,5220.99,4928.51
2_professional_services,2021-2022,1432230.98,1106825.47
