d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1534352.274693068
1_facilities_and_construction,2018-2019,332195.09586206893
1_facilities_and_construction,2019-2020,950294.424137931
10_office_management,2017-2018,296871.6314446529
10_office_management,2018-2019,1574274.0362476548
2_professional_services,2020-2021,610050
6_industrial_products_and_services,2018-2019,45801
6_industrial_products_and_services,2020-2021,596360.4773383738
