d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2020-2021,173448.06,168621.69
0_other,2021-2022,39712.01,36681.71
1_facilities_and_construction,2020-2021,11783.58,11137.97
1_facilities_and_construction,2021-2022,7305.03,4150.68
11_defence,2018-2019,249556.60,252339.68
11_defence,2019-2020,457766.35,456740.70
11_defence,2020-2021,345160.75,334549.61
11_defence,2021-2022,51760.36,42152.65
3_information_technology,2017-2018,13263797.95,13616381.49
3_information_technology,2018-2019,15083295.87,15274301.33
3_information_technology,2019-2020,26503585.95,26456207.52
3_information_technology,2020-2021,41862034.71,40883400.96
3_information_technology,2021-2022,46093794.90,33405225.20
5_transportation_and_logistics,2018-2019,15055.44,15201.14
6_industrial_products_and_services,2017-2018,30846.76,31761.84
6_industrial_products_and_services,2018-2019,21529.76,22001.73
8_security_and_protection,2017-2018,13175.79,13402.12
8_security_and_protection,2018-2019,52703.18,53416.38
9_human_capital,2019-2020,988098.53,986034.99
9_human_capital,2020-2021,1010240.80,989013.35
9_human_capital,2021-2022,1010240.80,767419.74
