d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2020-2021,11783.58
11_defence,2018-2019,249556.59737504183
11_defence,2019-2020,457766.35262495815
11_defence,2020-2021,345160.7536883
3_information_technology,2017-2018,13263797.951568343
3_information_technology,2018-2019,15083295.86658306
3_information_technology,2019-2020,26503585.953916684
3_information_technology,2020-2021,41862034.710807286
5_transportation_and_logistics,2018-2019,15055.44
6_industrial_products_and_services,2017-2018,30846.76
6_industrial_products_and_services,2018-2019,21529.76
8_security_and_protection,2017-2018,13175.794
8_security_and_protection,2018-2019,52703.176
9_human_capital,2019-2020,988098.533075007
9_human_capital,2020-2021,1010240.7971215057
NA,2020-2021,173448.05695890414
