d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2019-2020,1092623.48,1081544.66
it_consulting_services,2020-2021,1059861.12,1007602.54
it_consulting_services,2021-2022,1087565.95,1009617.79
it_devices_equipment,2017-2018,11840315.99,12146862.12
it_devices_equipment,2018-2019,13476313.90,13684127.81
it_devices_equipment,2019-2020,21109532.60,20956547.51
it_devices_equipment,2020-2021,33460858.84,31797930.38
it_devices_equipment,2021-2022,30256873.57,27971906.36
it_other,2017-2018,424910.44,435514.48
it_other,2018-2019,235682.80,238333.92
it_other,2019-2020,157435.68,155425.34
it_other,2020-2021,2325135.99,2194894.16
it_other,2021-2022,9182412.34,8549388.10
it_software_licensing,2017-2018,998571.52,1024416.19
it_software_licensing,2018-2019,1386354.61,1404888.43
it_software_licensing,2019-2020,5132301.70,5079095.97
it_software_licensing,2020-2021,6231486.01,5920391.38
it_software_licensing,2021-2022,6632445.72,6140049.74
