owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfo-mpo,2017-2018,181940.25,187556.31
dfo-mpo,2018-2019,247901.70,252620.12
dfo-mpo,2019-2020,241455.78,240451.58
dfo-mpo,2020-2021,731730.07,702798.98
dfo-mpo,2021-2022,17496.35,16383.56
dnd-mdn,2018-2019,5912656.45,5987397.38
dnd-mdn,2019-2020,4009408.44,3977425.47
dnd-mdn,2020-2021,3861749.52,3676928.99
dnd-mdn,2021-2022,3677211.81,3418798.18
dnd-mdn,2022-2023,3821335.29,3419346.84
pwgsc-tpsgc,2017-2018,233664.60,240887.42
pwgsc-tpsgc,2018-2019,233664.60,238142.35
pwgsc-tpsgc,2019-2020,234304.77,232435.73
pwgsc-tpsgc,2020-2021,233664.60,222523.63
pwgsc-tpsgc,2021-2022,233664.60,217243.97
pwgsc-tpsgc,2022-2023,233664.60,209084.06
