d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,135660.71168493154
2_professional_services,2018-2019,447702.49773972604
2_professional_services,2019-2020,2079448.929581768
2_professional_services,2020-2021,2465164.553278116
