owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,337.03,342.82
aafc-aac,2018-2019,24603.38,24917.35
aandc-aadnc,2018-2019,669540.54,676019.96
atssc-scdata,2017-2018,33282.90,34136.23
atssc-scdata,2018-2019,94307.97,95411.78
atssc-scdata,2019-2020,19255.86,19221.27
atssc-scdata,2020-2021,27073.29,26856.65
cgc-ccg,2021-2022,72853.90,39953.42
cra-arc,2017-2018,24916.50,25378.21
cra-arc,2021-2022,616487.57,122393.32
csc-scc,2021-2022,1873.02,0.00
dfatd-maecd,2017-2018,6996.22,7117.64
dfatd-maecd,2018-2019,72804.38,73585.63
dfatd-maecd,2019-2020,57212.46,57290.90
dfatd-maecd,2020-2021,65324.74,62289.23
dfatd-maecd,2021-2022,6996.22,2355.60
dfo-mpo,2020-2021,30528.18,28855.58
dnd-mdn,2017-2018,700342.52,716491.69
dnd-mdn,2018-2019,1732773.14,1756011.57
dnd-mdn,2019-2020,307142.66,306497.51
dnd-mdn,2020-2021,12127493.55,11781722.13
dnd-mdn,2021-2022,24261014.75,16699670.04
elections,2017-2018,9505.06,9754.32
elections,2018-2019,18929.29,19206.51
elections,2019-2020,23550.78,23502.54
elections,2020-2021,29078.60,28302.22
elections,2021-2022,37333.71,30457.75
esdc-edsc,2017-2018,123237.76,126471.29
esdc-edsc,2018-2019,15898.51,16095.18
esdc-edsc,2019-2020,10854.85,10823.05
esdc-edsc,2020-2021,1837392.03,1792839.26
esdc-edsc,2021-2022,2879995.35,2173198.66
fcac-acfc,2021-2022,63550.57,41584.09
hc-sc,2021-2022,36078.50,15124.03
isc-sac,2018-2019,669540.54,676019.96
isc-sac,2021-2022,36842.71,11510.47
jus,2017-2018,98667.67,101300.19
jus,2018-2019,80620.07,81799.03
jus,2019-2020,195410.23,195009.97
jus,2020-2021,194876.32,190781.53
jus,2021-2022,194876.32,148035.93
nfb-onf,2021-2022,245232.64,176910.44
nrc-cnrc,2017-2018,344437.56,350702.80
nrc-cnrc,2018-2019,23735.31,23965.00
nrc-cnrc,2019-2020,181072.94,180836.50
nrc-cnrc,2020-2021,119767.31,117957.17
nrc-cnrc,2021-2022,29628.08,11156.04
nrcan-rncan,2018-2019,26372.00,26627.22
nrcan-rncan,2019-2020,77023.00,76984.45
oag-bvg,2017-2018,33685.55,34418.49
oag-bvg,2018-2019,280.29,283.27
oic-ci,2018-2019,24999.27,25547.30
oic-ci,2019-2020,4045.99,4032.92
oic-ci,2020-2021,8738.37,8554.76
opc-cpvp,2019-2020,24603.01,24558.47
opc-cpvp,2020-2021,42355.99,41523.88
opc-cpvp,2021-2022,12323.27,8701.51
osfi-bsif,2019-2020,3345.41,3349.99
osfi-bsif,2020-2021,70506.06,68657.19
osfi-bsif,2021-2022,160689.96,119300.47
pch,2017-2018,24973.11,25435.47
pco-bcp,2021-2022,12257.28,2160.21
ps-sp,2018-2019,75716.70,76449.44
ps-sp,2019-2020,4563.75,4570.00
ps-sp,2020-2021,116757.75,112918.19
ps-sp,2021-2022,355198.14,222446.72
pwgsc-tpsgc,2021-2022,39937.15,28614.91
rcmp-grc,2017-2018,11838.45,12041.80
rcmp-grc,2018-2019,377592.03,381058.41
rcmp-grc,2021-2022,164713.69,75095.31
ssc-spc,2017-2018,10535266.33,10816491.14
ssc-spc,2018-2019,11551663.32,11699596.94
ssc-spc,2019-2020,10431222.50,10409631.61
ssc-spc,2020-2021,7290314.53,7108479.84
ssc-spc,2021-2022,10425129.48,7680972.71
statcan,2017-2018,140551.85,142966.16
statcan,2018-2019,7116.55,7192.05
statcan,2020-2021,1084254.49,1065081.38
statcan,2021-2022,5683.44,5237.94
tbs-sct,2021-2022,4676.13,1947.41
tc,2017-2018,52616.45,54035.32
tc,2018-2019,92134.36,93323.16
tc,2019-2020,208010.24,207951.08
tc,2020-2021,2034.00,2051.79
