d_fiscal_year,total,total_constant_2019_dollars
2017-2018,12140654.95,12457083.57
2018-2019,15558627.65,15753109.75
2019-2020,11547313.66,11524260.28
2020-2021,23046495.20,22436870.81
2021-2022,39663371.89,27616826.97
