d_most_recent_category,d_fiscal_year,total
10_office_management,2019-2020,4012.055737704918
10_office_management,2020-2021,12124.344262295082
11_defence,2017-2018,668413.9507705969
11_defence,2018-2019,1663979.8788166968
11_defence,2019-2020,238777.6605555757
11_defence,2020-2021,12127493.54648894
2_professional_services,2017-2018,710185.2906976744
2_professional_services,2020-2021,437507.75000000006
3_information_technology,2017-2018,10502516.792706367
3_information_technology,2018-2019,13825854.510164523
3_information_technology,2019-2020,11222598.943338716
3_information_technology,2020-2021,10451898.992624534
6_industrial_products_and_services,2017-2018,96818.4
9_human_capital,2017-2018,31928.565338345863
9_human_capital,2018-2019,68793.26466165413
9_human_capital,2019-2020,81925
9_human_capital,2020-2021,17470.57
NA,2017-2018,130791.9530294906
