d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,130791.95,134301.36
10_office_management,2019-2020,4012.06,4017.56
10_office_management,2020-2021,12124.34,12003.61
11_defence,2017-2018,668413.95,683785.71
11_defence,2018-2019,1663979.88,1686297.02
11_defence,2019-2020,238777.66,238350.57
11_defence,2020-2021,12127493.55,11781722.13
11_defence,2021-2022,24238984.26,16686116.83
2_professional_services,2017-2018,710185.29,730288.13
2_professional_services,2020-2021,437507.75,426227.93
2_professional_services,2021-2022,39937.15,28614.91
3_information_technology,2017-2018,10502516.79,10777520.90
3_information_technology,2018-2019,13825854.51,13997098.18
3_information_technology,2019-2020,11222598.94,11200166.62
3_information_technology,2020-2021,10451898.99,10200274.53
3_information_technology,2021-2022,15362419.98,10888542.02
6_industrial_products_and_services,2017-2018,96818.40,98481.48
9_human_capital,2017-2018,31928.57,32705.98
9_human_capital,2018-2019,68793.26,69714.55
9_human_capital,2019-2020,81925.00,81725.53
9_human_capital,2020-2021,17470.57,16642.61
9_human_capital,2021-2022,22030.49,13553.21
