d_fiscal_year,total,total_constant_2019_dollars
2017-2018,197127626.39,202173516.39
2018-2019,212200499.88,215370960.09
2019-2020,243873619.24,241490703.15
2020-2021,251655315.56,239039866.78
2021-2022,288084889.69,209809693.69
