owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,2820240.96,2907016.32
aafc-aac,2018-2019,2458409.26,2505396.92
aafc-aac,2019-2020,2174046.93,2154670.53
aafc-aac,2020-2021,1249315.80,1187958.55
aafc-aac,2021-2022,1524238.39,1414306.41
aafc-aac,2022-2023,1012985.86,904835.46
aandc-aadnc,2017-2018,989772.62,1019919.16
aandc-aadnc,2018-2019,863781.04,878258.77
aandc-aadnc,2019-2020,1385118.60,1372759.41
aandc-aadnc,2020-2021,1031281.80,981672.78
aandc-aadnc,2021-2022,533382.15,494409.20
aandc-aadnc,2022-2023,986662.62,879885.03
acoa-apeca,2017-2018,107915.86,111211.03
acoa-apeca,2018-2019,168416.59,171259.97
acoa-apeca,2019-2020,196957.58,195351.52
acoa-apeca,2020-2021,286187.15,271781.74
acoa-apeca,2021-2022,580832.61,541980.37
acoa-apeca,2022-2023,183068.41,164034.88
atssc-scdata,2017-2018,552642.41,569459.23
atssc-scdata,2018-2019,320293.72,326008.08
atssc-scdata,2019-2020,342318.97,339423.92
atssc-scdata,2020-2021,212172.39,201934.36
atssc-scdata,2021-2022,334882.34,310281.82
atssc-scdata,2022-2023,446397.74,399390.70
cannor,2017-2018,11211.25,11594.50
cannor,2018-2019,15120.00,15309.01
cannor,2019-2020,165413.40,162261.78
cannor,2020-2021,66627.04,63495.75
cannor,2021-2022,79174.32,73424.96
cannor,2022-2023,84072.81,75249.08
cas-satj,2017-2018,398281.49,410467.23
cas-satj,2018-2019,265103.07,269859.24
cas-satj,2019-2020,367916.42,363592.25
cas-satj,2020-2021,396496.25,375999.35
cas-satj,2021-2022,460143.37,425888.11
cas-satj,2022-2023,518604.05,462685.19
casdo-ocena,2020-2021,10920.07,10399.37
casdo-ocena,2021-2022,101971.57,92734.83
casdo-ocena,2022-2023,271712.31,243100.31
cbsa-asfc,2017-2018,798986.33,823062.13
cbsa-asfc,2018-2019,1648617.18,1676161.70
cbsa-asfc,2019-2020,1922742.46,1895810.90
cbsa-asfc,2020-2021,1832574.98,1741122.82
cbsa-asfc,2021-2022,1783219.39,1654447.38
cbsa-asfc,2022-2023,855067.27,762705.76
ccohs-cchst,2019-2020,18503.75,18081.40
ccohs-cchst,2021-2022,10680.76,9735.46
ccohs-cchst,2022-2023,50286.66,44655.59
ced-dec,2017-2018,43380.50,44720.19
ced-dec,2018-2019,68969.76,70176.73
ced-dec,2019-2020,132811.83,130543.25
ced-dec,2020-2021,72051.53,68707.19
ced-dec,2021-2022,11890.96,10978.68
ced-dec,2022-2023,43617.34,38909.31
cer-rec,2017-2018,1613942.67,1663565.61
cer-rec,2018-2019,2165823.74,2207377.37
cer-rec,2019-2020,1247958.53,1238142.50
cer-rec,2020-2021,1169981.67,1113224.54
cer-rec,2021-2022,864194.97,801270.12
cer-rec,2022-2023,1413221.34,1264133.64
cfia-acia,2017-2018,1383509.33,1425502.43
cfia-acia,2018-2019,846779.08,863720.61
cfia-acia,2019-2020,756262.04,744757.61
cfia-acia,2020-2021,595473.44,565951.50
cfia-acia,2021-2022,1471404.94,1362067.51
cfia-acia,2022-2023,1224328.09,1094399.35
cgc-ccg,2017-2018,219025.67,225805.12
cgc-ccg,2018-2019,170927.90,174395.95
cgc-ccg,2019-2020,210754.32,208330.29
cgc-ccg,2020-2021,199689.00,189801.14
cgc-ccg,2021-2022,219091.02,203645.42
cgc-ccg,2022-2023,150109.73,134489.22
chrc-ccdp,2018-2019,22146.86,22518.29
chrc-ccdp,2019-2020,47950.47,47637.12
chrc-ccdp,2020-2021,83522.21,79540.46
chrc-ccdp,2021-2022,289461.40,267296.52
chrc-ccdp,2022-2023,136964.13,121846.27
cic,2017-2018,711684.30,733735.67
cic,2018-2019,1307737.20,1331402.46
cic,2019-2020,1613413.89,1595220.16
cic,2020-2021,1791888.11,1702909.75
cic,2021-2022,2083990.41,1928817.24
cic,2022-2023,1932230.43,1721306.99
cics-scic,2018-2019,21424.80,21996.77
cihr-irsc,2017-2018,54900.55,56537.80
cihr-irsc,2018-2019,37742.81,38364.53
cihr-irsc,2019-2020,70205.22,69364.50
cihr-irsc,2020-2021,18080.00,17036.35
cihr-irsc,2021-2022,196189.13,180549.82
cihr-irsc,2022-2023,188234.87,168507.26
cnsc-ccsn,2017-2018,1270541.61,1309364.83
cnsc-ccsn,2018-2019,1437030.68,1464122.17
cnsc-ccsn,2019-2020,1365489.30,1354743.75
cnsc-ccsn,2020-2021,1507578.43,1433831.27
cnsc-ccsn,2021-2022,1414463.33,1314123.20
cnsc-ccsn,2022-2023,1773842.63,1586340.69
cpc-cpp,2017-2018,128216.58,132145.75
cpc-cpp,2018-2019,87960.56,89321.84
cpc-cpp,2019-2020,201373.15,199108.77
cpc-cpp,2020-2021,366557.39,349389.98
cpc-cpp,2021-2022,117288.17,109629.52
cpc-cpp,2022-2023,115676.42,102791.84
cra-arc,2017-2018,5225780.58,5386564.92
cra-arc,2018-2019,7728573.19,7872173.71
cra-arc,2019-2020,8546987.04,8475138.11
cra-arc,2020-2021,9132778.12,8692744.29
cra-arc,2021-2022,10330016.79,9591485.48
cra-arc,2022-2023,12320179.95,11009210.83
crtc,2017-2018,1018541.54,1049727.34
crtc,2018-2019,1435388.26,1461718.75
crtc,2019-2020,1130602.67,1124641.34
crtc,2020-2021,1336870.74,1272036.47
crtc,2021-2022,1652892.11,1541009.54
crtc,2022-2023,606333.38,545897.19
csa-asc,2017-2018,472138.09,486615.29
csa-asc,2018-2019,440746.64,449313.43
csa-asc,2019-2020,361067.28,357419.32
csa-asc,2020-2021,479150.97,456344.30
csa-asc,2021-2022,686060.37,637750.57
csa-asc,2022-2023,317614.45,284182.95
csc-scc,2017-2018,11907510.30,12260753.54
csc-scc,2018-2019,7498601.79,7644736.84
csc-scc,2019-2020,6771893.42,6716908.56
csc-scc,2020-2021,4536917.22,4318707.74
csc-scc,2021-2022,4539871.34,4202594.55
csc-scc,2022-2023,4725209.11,4221719.51
csps-efpc,2017-2018,412179.83,424793.41
csps-efpc,2018-2019,1236918.73,1256679.16
csps-efpc,2019-2020,1282053.28,1271099.72
csps-efpc,2020-2021,1194868.07,1136921.82
csps-efpc,2021-2022,798884.71,742681.02
csps-efpc,2022-2023,971693.83,871587.43
cta-otc,2017-2018,144787.68,149261.34
cta-otc,2018-2019,145677.95,148388.93
cta-otc,2019-2020,138597.98,137439.02
cta-otc,2020-2021,109787.62,104248.99
cta-otc,2021-2022,174424.57,161896.69
cta-otc,2022-2023,204027.02,181890.20
dfatd-maecd,2017-2018,11271248.34,11618144.80
dfatd-maecd,2018-2019,12878663.67,13114535.56
dfatd-maecd,2019-2020,15896793.37,15748871.07
dfatd-maecd,2020-2021,15933978.55,15164092.45
dfatd-maecd,2021-2022,19197857.89,17797500.90
dfatd-maecd,2022-2023,17650121.98,15789806.43
dfo-mpo,2017-2018,3996934.69,4120354.49
dfo-mpo,2018-2019,4706131.70,4787040.37
dfo-mpo,2019-2020,5103675.49,5044237.73
dfo-mpo,2020-2021,5019713.68,4774831.79
dfo-mpo,2021-2022,4914660.47,4522116.59
dfo-mpo,2022-2023,6447178.46,5760336.44
dnd-mdn,2017-2018,55981698.13,57707540.64
dnd-mdn,2018-2019,54158326.15,55174722.26
dnd-mdn,2019-2020,43842952.47,43436198.52
dnd-mdn,2020-2021,39512268.37,37617275.87
dnd-mdn,2021-2022,47675459.28,44233233.60
dnd-mdn,2022-2023,48550845.22,43445637.63
ec,2017-2018,3332507.41,3433167.65
ec,2018-2019,4252026.44,4323379.10
ec,2019-2020,4692039.42,4642819.97
ec,2020-2021,4570287.19,4347388.95
ec,2021-2022,6429756.85,5942722.20
ec,2022-2023,7987968.67,7129955.67
elections,2017-2018,1231249.03,1268981.93
elections,2018-2019,1492758.23,1521071.38
elections,2019-2020,1125772.13,1118209.64
elections,2020-2021,666914.45,634777.81
elections,2021-2022,178702.19,166242.16
elections,2022-2023,503864.22,448975.03
erc-cee,2019-2020,5249.66,5129.83
erc-cee,2020-2021,15864.34,15160.10
erc-cee,2021-2022,12584.44,11376.14
erc-cee,2022-2023,31209.16,27994.69
esdc-edsc,2017-2018,6276359.95,6469294.48
esdc-edsc,2018-2019,5839352.04,5946643.44
esdc-edsc,2019-2020,5995693.66,5942340.11
esdc-edsc,2020-2021,6790894.11,6449939.80
esdc-edsc,2021-2022,12353008.58,11414835.39
esdc-edsc,2022-2023,15692381.63,14050093.92
fcac-acfc,2017-2018,71407.98,73480.73
fcac-acfc,2018-2019,105006.45,106910.28
fcac-acfc,2019-2020,271292.76,270621.32
fcac-acfc,2020-2021,480080.59,453859.78
fcac-acfc,2021-2022,855472.74,791826.65
fcac-acfc,2022-2023,809853.30,724924.63
feddevontario,2017-2018,102352.85,105444.43
feddevontario,2018-2019,110656.43,112592.21
