d_fiscal_year,total,total_constant_2019_dollars
2017-2018,92636.90,95066.23
2018-2019,1882981.47,1909979.86
2019-2020,2815385.08,2789173.66
2020-2021,2569802.49,2441581.35
2021-2022,3059100.61,2393026.19
