d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,726659.83,748656.49
it_consulting_services,2018-2019,2063098.49,2102738.89
it_consulting_services,2019-2020,2116892.33,2099005.66
it_consulting_services,2020-2021,986351.98,937458.18
it_consulting_services,2021-2022,1057610.00,983038.19
it_consulting_services,2022-2023,1067641.32,955368.71
it_software_licensing,2019-2020,2608.45,2548.91
it_software_licensing,2020-2021,38029.45,36214.68
it_software_licensing,2021-2022,50648.69,46896.61
it_software_licensing,2022-2023,154740.12,138438.85
