d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,509487.81,523614.66
2_professional_services,2018-2019,695009.95,703919.59
2_professional_services,2019-2020,261663.12,260973.57
2_professional_services,2020-2021,137419.26,131715.90
2_professional_services,2021-2022,714396.88,461686.28
3_information_technology,2017-2018,2303152.23,2364805.20
3_information_technology,2018-2019,1662859.95,1683760.48
3_information_technology,2019-2020,1514533.53,1511014.38
3_information_technology,2020-2021,1274372.98,1246053.19
3_information_technology,2021-2022,702983.20,511128.87
