d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,9830.14,10083.89
it_consulting_services,2018-2019,25560.86,26116.03
it_consulting_services,2019-2020,142911.10,140848.22
it_consulting_services,2020-2021,24860.00,23633.66
it_consulting_services,2021-2022,181360.54,167937.67
it_devices_equipment,2018-2019,6616.14,6683.80
it_devices_equipment,2019-2020,158715.26,158272.12
it_other,2017-2018,290010.53,296891.90
it_other,2018-2019,10132.88,10352.96
it_software_licensing,2017-2018,21503.24,22060.36
it_software_licensing,2018-2019,40368.07,41116.31
it_software_licensing,2019-2020,23745.88,23546.12
it_software_licensing,2020-2021,56499.90,53334.77
it_software_licensing,2021-2022,50641.47,46713.50
