d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,167622.94
1_facilities_and_construction,2019-2020,120572.24999999999
1_facilities_and_construction,2020-2021,10170
10_office_management,2017-2018,37287.74
10_office_management,2018-2019,102978.65236607143
10_office_management,2019-2020,19788.65888392857
10_office_management,2020-2021,4590.013504464286
2_professional_services,2017-2018,52549.95077123982
2_professional_services,2018-2019,67471.475
2_professional_services,2019-2020,332672.905
2_professional_services,2020-2021,46691.6
3_information_technology,2017-2018,170375.15327031157
3_information_technology,2018-2019,59286.95362328767
3_information_technology,2019-2020,217547.64250000002
3_information_technology,2020-2021,81359.9
5_transportation_and_logistics,2018-2019,13745.600000000002
5_transportation_and_logistics,2019-2020,58935.96
5_transportation_and_logistics,2020-2021,14618.59
7_travel,2019-2020,44851.86
8_security_and_protection,2019-2020,14487.96
9_human_capital,2018-2019,21424.8
