d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,2870347.25,2960195.42
1_facilities_and_construction,2018-2019,1105791.23,1129924.16
1_facilities_and_construction,2019-2020,543021.97,538349.10
1_facilities_and_construction,2020-2021,1592055.72,1517190.10
1_facilities_and_construction,2021-2022,1228214.02,1132159.72
1_facilities_and_construction,2022-2023,937516.89,839227.20
10_office_management,2020-2021,16353.52,15749.63
2_professional_services,2017-2018,10256.40,10573.44
2_professional_services,2021-2022,1891.07,1709.50
2_professional_services,2022-2023,31374.57,28074.10
3_information_technology,2021-2022,63094.49,58597.40
3_information_technology,2022-2023,66752.14,59730.10
6_industrial_products_and_services,2017-2018,5504.77,5662.91
6_industrial_products_and_services,2018-2019,28765.83,29299.49
