owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2020-2021,48061.16,45732.13
cbsa-asfc,2021-2022,102689.69,95279.12
csc-scc,2017-2018,38896.01,39903.93
csc-scc,2021-2022,304167.05,275797.96
dnd-mdn,2017-2018,185926.91,190791.80
dnd-mdn,2018-2019,141311.12,143541.08
dnd-mdn,2019-2020,100313.49,99520.27
dnd-mdn,2020-2021,1031659.24,981779.35
dnd-mdn,2021-2022,434237.26,403228.33
nrcan-rncan,2021-2022,72146.52,66037.14
pwgsc-tpsgc,2017-2018,100618.24,103225.59
pwgsc-tpsgc,2018-2019,100618.24,102183.01
pwgsc-tpsgc,2019-2020,33631.30,33705.38
rcmp-grc,2020-2021,13249.80,12537.93
