d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,20011373.03,20524286.57
it_consulting_services,2018-2019,20073683.95,20378757.28
it_consulting_services,2019-2020,20329644.76,20122705.57
it_consulting_services,2020-2021,25111623.03,23860572.94
it_consulting_services,2021-2022,23900054.41,22134870.51
it_devices_equipment,2017-2018,11314990.78,11583268.84
it_devices_equipment,2018-2019,3353736.47,3390663.49
it_devices_equipment,2019-2020,2279847.95,2243783.41
it_devices_equipment,2020-2021,3405387.71,3214351.86
it_devices_equipment,2021-2022,6541318.90,5981106.64
it_other,2017-2018,9866130.65,10117836.99
it_other,2018-2019,10153089.66,10303819.89
it_other,2019-2020,12360260.52,12205098.03
it_other,2020-2021,4135674.49,3914814.90
it_other,2021-2022,13613196.52,12618513.88
it_software_licensing,2017-2018,5987172.57,6137358.73
it_software_licensing,2018-2019,6088137.83,6171685.01
it_software_licensing,2019-2020,7294068.01,7191709.99
it_software_licensing,2020-2021,6525784.92,6188713.28
it_software_licensing,2021-2022,11504056.48,10551369.81
