d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,6782793.70
1_facilities_and_construction,2018-2019,7312214.71
1_facilities_and_construction,2019-2020,10533832.03
1_facilities_and_construction,2020-2021,12103756.47
10_office_management,2017-2018,5311254.92
10_office_management,2018-2019,4106742.23
10_office_management,2019-2020,4939419.90
10_office_management,2020-2021,3170250.32
2_professional_services,2017-2018,39548786.27
2_professional_services,2018-2019,118564846.26
2_professional_services,2019-2020,41964835.04
2_professional_services,2020-2021,49977067.80
3_information_technology,2017-2018,44364447.18
3_information_technology,2018-2019,33699663.86
3_information_technology,2019-2020,35316316.31
3_information_technology,2020-2021,28722631.52
4_medical,2017-2018,803137.00
4_medical,2018-2019,637365.27
4_medical,2019-2020,615660.07
4_medical,2020-2021,991271.30
5_transportation_and_logistics,2017-2018,33402111.03
5_transportation_and_logistics,2018-2019,38437066.33
5_transportation_and_logistics,2019-2020,54147507.88
5_transportation_and_logistics,2020-2021,182454381.55
6_industrial_products_and_services,2017-2018,6135852.66
6_industrial_products_and_services,2018-2019,5616554.22
6_industrial_products_and_services,2019-2020,11148967.90
6_industrial_products_and_services,2020-2021,9180848.18
7_travel,2017-2018,24736.58
7_travel,2020-2021,69465.61
8_security_and_protection,2017-2018,3861505.43
8_security_and_protection,2018-2019,3579648.61
8_security_and_protection,2019-2020,3950862.69
8_security_and_protection,2020-2021,4039303.30
9_human_capital,2017-2018,3233118.22
9_human_capital,2018-2019,5508126.95
9_human_capital,2019-2020,4943675.35
9_human_capital,2020-2021,6104017.39
NA,2020-2021,83243.72
