d_most_recent_category,d_fiscal_year,total
2_professional_services,2017-2018,403492.91
2_professional_services,2018-2019,1377758.40
2_professional_services,2019-2020,3143625.65
2_professional_services,2020-2021,1567613.33
3_information_technology,2017-2018,3540507.20
3_information_technology,2018-2019,5061432.03
3_information_technology,2019-2020,7077835.52
3_information_technology,2020-2021,17380108.85
9_human_capital,2018-2019,24860.00
