owner_org,d_fiscal_year,total
aafc-aac,2018-2019,263734.4528745373
aafc-aac,2019-2020,839497.934159408
aafc-aac,2020-2021,1106905.870988685
cas-satj,2017-2018,271.2
cas-satj,2018-2019,24747
cas-satj,2019-2020,72274.8
cas-satj,2020-2021,24747
cbsa-asfc,2020-2021,12012371.544388896
cnsc-ccsn,2019-2020,0
dfatd-maecd,2017-2018,5771.071428571428
dfatd-maecd,2018-2019,6658.928571428572
dfatd-maecd,2019-2020,23669.48918580376
dfatd-maecd,2020-2021,286326.8622410784
dfo-mpo,2017-2018,189510.10170503857
dfo-mpo,2018-2019,176448.30829496143
dnd-mdn,2018-2019,406183.2830136987
dnd-mdn,2019-2020,1742467.4169863015
dnd-mdn,2020-2021,39788.45230263158
ec,2018-2019,61511.63
ec,2019-2020,310929.6
esdc-edsc,2017-2018,199080.9792105263
esdc-edsc,2018-2019,420026.3434210526
esdc-edsc,2019-2020,421177.1005263158
esdc-edsc,2020-2021,420026.3434210526
feddevontario,2019-2020,24860
hc-sc,2018-2019,104073
hc-sc,2019-2020,15335.714285714284
hc-sc,2020-2021,24214.285714285714
ic,2017-2018,796615.2581335531
ic,2018-2019,657841.8162773057
ic,2019-2020,1720912.0482370055
ic,2020-2021,1673844.232826083
infc,2017-2018,403867.23949903663
infc,2018-2019,403867.23949903663
infc,2019-2020,304283.5366088632
isc-sac,2018-2019,105090
jus,2019-2020,34149.50148423006
jus,2020-2021,71635.44851576995
lac-bac,2018-2019,97440
nrcan-rncan,2017-2018,14901.832819794585
nrcan-rncan,2018-2019,157522.65802987863
nrcan-rncan,2019-2020,133026.11736694677
nrcan-rncan,2020-2021,142114.78316501377
nserc-crsng,2017-2018,24916.5
nserc-crsng,2018-2019,1097241.390556525
nserc-crsng,2019-2020,1527842.4345124264
nserc-crsng,2020-2021,1523668.0016312448
osfi-bsif,2020-2021,8925.313432835821
osgg-bsgg,2018-2019,38656.952081526455
osgg-bsgg,2019-2020,96247.92150910669
osgg-bsgg,2020-2021,95984.94904596705
pc,2018-2019,82207.13
ps-sp,2018-2019,26029.600446428572
ps-sp,2019-2020,116180.89955357142
tbs-sct,2017-2018,2238681.0598565387
tbs-sct,2018-2019,2275318.5777581194
tbs-sct,2019-2020,2789043.325554341
tbs-sct,2020-2021,1517169.0995724408
tc,2017-2018,70384.875
tc,2018-2019,59452.125
tc,2019-2020,49563.33
