owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2018-2019,263734.45,267206.83
aafc-aac,2019-2020,839497.93,830743.21
aafc-aac,2020-2021,1106905.87,1052302.52
aafc-aac,2021-2022,1106905.87,865893.31
cas-satj,2017-2018,271.20,277.59
cas-satj,2018-2019,24747.00,25131.85
cas-satj,2019-2020,72274.80,71195.63
cas-satj,2020-2021,24747.00,23526.24
cas-satj,2021-2022,98762.00,76273.49
cbsa-asfc,2020-2021,12012371.54,11424976.41
cbsa-asfc,2021-2022,23227779.04,17950736.12
cnsc-ccsn,2019-2020,0.00,0.00
dfatd-maecd,2017-2018,5771.07,5907.11
dfatd-maecd,2018-2019,6658.93,6803.56
dfatd-maecd,2019-2020,23669.49,23157.88
dfatd-maecd,2020-2021,286326.86,271663.07
dfatd-maecd,2021-2022,314765.36,240250.48
dfo-mpo,2017-2018,189510.10,194169.54
dfo-mpo,2018-2019,176448.31,179192.34
dnd-mdn,2018-2019,406183.28,410179.72
dnd-mdn,2019-2020,1742467.42,1734257.64
dnd-mdn,2020-2021,39788.45,37877.86
dnd-mdn,2021-2022,92685.95,66875.40
ec,2018-2019,61511.63,62129.57
ec,2019-2020,310929.60,308794.93
elections,2021-2022,23799.86,17383.11
esdc-edsc,2017-2018,199080.98,203862.45
esdc-edsc,2018-2019,420026.34,426558.37
esdc-edsc,2019-2020,421177.10,417622.80
esdc-edsc,2020-2021,420026.34,399306.56
esdc-edsc,2021-2022,420026.34,328571.75
feddevontario,2019-2020,24860.00,24948.39
feddevontario,2021-2022,41810.00,39086.09
hc-sc,2018-2019,104073.00,105096.97
hc-sc,2019-2020,15335.71,14964.58
hc-sc,2020-2021,24214.29,22857.80
hc-sc,2021-2022,1218741.52,860391.51
ic,2017-2018,796615.26,816924.51
ic,2018-2019,657841.82,667046.00
ic,2019-2020,1720912.05,1706645.93
ic,2020-2021,1673844.23,1590224.96
ic,2021-2022,690693.33,428107.07
infc,2017-2018,403867.24,414332.76
infc,2018-2019,403867.24,410147.97
infc,2019-2020,304283.54,303302.73
isc-sac,2018-2019,105090.00,106248.90
jus,2019-2020,34149.50,33531.85
jus,2020-2021,71635.45,68101.69
lac-bac,2018-2019,97440.00,98398.71
nrcan-rncan,2017-2018,14901.83,15253.10
nrcan-rncan,2018-2019,157522.66,159859.43
nrcan-rncan,2019-2020,133026.12,131903.51
nrcan-rncan,2020-2021,142114.78,135018.74
nrcan-rncan,2021-2022,147752.89,118046.04
nserc-crsng,2017-2018,24916.50,25503.83
nserc-crsng,2018-2019,1097241.39,1111983.83
nserc-crsng,2019-2020,1527842.43,1514949.01
nserc-crsng,2020-2021,1523668.00,1448505.89
nserc-crsng,2021-2022,1523668.00,1191911.58
osfi-bsif,2020-2021,8925.31,8404.24
osfi-bsif,2021-2022,49359.69,38612.34
osgg-bsgg,2018-2019,38656.95,39078.02
osgg-bsgg,2019-2020,96247.92,95435.69
osgg-bsgg,2020-2021,95984.95,91250.04
osgg-bsgg,2021-2022,149753.39,90195.82
pc,2018-2019,82207.13,83015.97
ps-sp,2018-2019,26029.60,26285.71
ps-sp,2019-2020,116180.90,115200.45
tbs-sct,2017-2018,2238681.06,2296668.92
tbs-sct,2018-2019,2275318.58,2310315.16
tbs-sct,2019-2020,2789043.33,2763001.05
tbs-sct,2020-2021,1517169.10,1438444.35
tbs-sct,2021-2022,1894144.62,1481722.33
tc,2017-2018,70384.88,72100.65
tc,2018-2019,59452.12,60743.39
tc,2019-2020,49563.33,48939.98
