d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,82851.12,79953.44
1_facilities_and_construction,2021-2022,135608.33,103013.57
10_office_management,2017-2018,658316.63,675963.15
10_office_management,2018-2019,658316.63,666717.75
10_office_management,2019-2020,660120.24,658768.14
11_defence,2017-2018,608659.85,629263.54
11_defence,2018-2019,87032.00,87793.33
11_defence,2019-2020,46913.75,46775.73
3_information_technology,2017-2018,1833976.96,1883066.80
3_information_technology,2018-2019,1033277.67,1046569.92
3_information_technology,2019-2020,524553.44,523523.90
3_information_technology,2020-2021,797777.31,781471.62
3_information_technology,2021-2022,77244.77,57706.34
