d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,240.71
1_facilities_and_construction,2020-2021,5857.34
10_office_management,2018-2019,16781.46
2_professional_services,2017-2018,299602.49
2_professional_services,2018-2019,515140.76
2_professional_services,2019-2020,185124.05
2_professional_services,2020-2021,282408.20
3_information_technology,2017-2018,481938.45
3_information_technology,2018-2019,815383.48
3_information_technology,2019-2020,567049.78
3_information_technology,2020-2021,641592.57
8_security_and_protection,2020-2021,4856.68
9_human_capital,2017-2018,10170.00
