d_fiscal_year,total,total_constant_2019_dollars
2017-2018,791710.94,811066.59
2018-2019,1347305.70,1365848.92
2019-2020,752414.54,745434.41
2020-2021,934714.80,887693.09
2021-2022,1360934.41,1259405.15
