d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,240.71,234.89
1_facilities_and_construction,2020-2021,5857.34,5568.40
1_facilities_and_construction,2021-2022,5857.34,5438.22
10_office_management,2018-2019,16781.46,16946.57
2_professional_services,2017-2018,248363.41,254624.41
2_professional_services,2018-2019,475239.69,482548.82
2_professional_services,2019-2020,147272.85,145976.69
2_professional_services,2020-2021,241841.19,229508.12
2_professional_services,2021-2022,479454.11,443119.20
3_information_technology,2017-2018,543347.53,556442.18
3_information_technology,2018-2019,855284.55,866353.53
3_information_technology,2019-2020,604900.98,599222.83
3_information_technology,2020-2021,682159.58,647988.83
3_information_technology,2021-2022,838276.96,776077.09
8_security_and_protection,2020-2021,4856.68,4627.74
8_security_and_protection,2021-2022,6446.14,5984.89
9_human_capital,2021-2022,30899.85,28785.75
