d_most_recent_category,d_fiscal_year,total
11_defence,2018-2019,1184.921195652174
11_defence,2019-2020,109207.42109350444
11_defence,2020-2021,1350481.5335032437
2_professional_services,2017-2018,412143.28669623064
2_professional_services,2018-2019,412143.28669623064
2_professional_services,2019-2020,413272.44638580934
2_professional_services,2020-2021,412143.28669623064
3_information_technology,2017-2018,128556.66576675806
3_information_technology,2018-2019,64856.40088176353
3_information_technology,2019-2020,65034.08965130262
3_information_technology,2020-2021,64856.40088176353
9_human_capital,2017-2018,851105.442647634
9_human_capital,2018-2019,851105.442647634
9_human_capital,2019-2020,853437.2383809151
9_human_capital,2020-2021,851105.442647634
