owner_org,d_fiscal_year,total,total_constant_2019_dollars
dnd-mdn,2018-2019,1184.92,1195.03
dnd-mdn,2019-2020,109207.42,107584.63
dnd-mdn,2020-2021,1350481.53,1287514.61
dnd-mdn,2021-2022,1350481.53,1263728.01
esdc-edsc,2017-2018,755295.77,778445.01
esdc-edsc,2018-2019,755295.77,769101.80
esdc-edsc,2019-2020,757365.07,751287.14
esdc-edsc,2020-2021,755295.77,720079.70
esdc-edsc,2021-2022,755295.77,706776.35
pwgsc-tpsgc,2017-2018,476999.69,491619.36
pwgsc-tpsgc,2018-2019,476999.69,485718.75
pwgsc-tpsgc,2019-2020,478306.54,474468.08
pwgsc-tpsgc,2020-2021,476999.69,454759.32
pwgsc-tpsgc,2021-2022,476999.69,446357.72
rcmp-grc,2017-2018,63700.26,65654.81
