d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2018-2019,1184.92,1196.58
11_defence,2019-2020,109207.42,107541.04
11_defence,2020-2021,1350481.53,1283862.66
11_defence,2021-2022,1350481.53,1253847.83
3_information_technology,2017-2018,540699.95,554712.91
3_information_technology,2018-2019,476999.69,484417.74
3_information_technology,2019-2020,478306.54,474270.12
3_information_technology,2020-2021,476999.69,453469.43
3_information_technology,2021-2022,476999.69,442867.98
9_human_capital,2017-2018,851105.44,873160.37
9_human_capital,2018-2019,851105.44,864341.39
9_human_capital,2019-2020,853437.24,846235.10
9_human_capital,2020-2021,851105.44,809120.65
9_human_capital,2021-2022,851105.44,790204.59
