d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,69571.59816666666
10_office_management,2018-2019,38364.51183333333
10_office_management,2019-2020,1216.0582716049382
10_office_management,2020-2021,94693.09172839507
2_professional_services,2017-2018,159196.0222016375
2_professional_services,2018-2019,26967.5
2_professional_services,2019-2020,42007.7
2_professional_services,2020-2021,23066.02
3_information_technology,2017-2018,303899.8796062992
3_information_technology,2019-2020,138864.59
3_information_technology,2020-2021,208358.75
8_security_and_protection,2017-2018,11571.82
8_security_and_protection,2018-2019,10206.02
8_security_and_protection,2019-2020,13541.94
9_human_capital,2017-2018,36230.87461300309
9_human_capital,2018-2019,58672.8753869969
9_human_capital,2019-2020,10490
9_human_capital,2020-2021,28653.06818181818
