d_vendor_name,overall_total
NISHA TECHONOLOGIES,240750.74
ADVANCED CHIPPEWA TECHNOLOGIES,225516.44
NORTHERN MICRO,197079.70
PURESPIRIT SOLUTIONS,145127.13
UNIVERSITE SAINTE ANNE,94527.63
LUMINA IT,50715.00
CANADIAN CORPS OF COMMISSIONAIRES,48641.09
TELUS CANADA,45843.39
GLOBAL UPHOLSTERY,44643.61
CPKN NETWORK,39588.75
ATLANTIC BUSINESS INTERIORS,30585.57
GLOBAL TOTAL OFFICE,28239.40
TEKNION,19869.01
AVI SPL,14960.73
EVALUATION PERSONNEL SELECTION,0.00
