category,total,percentage
3_information_technology,651123.2196062992,0.5104557455523407
2_professional_services,251237.24220163748,0.1969604061364826
10_office_management,203845.26,0.15980690142416798
9_human_capital,134046.81818181818,0.1050875878075614
8_security_and_protection,35319.78,0.02768935907944732
