owner_org,d_fiscal_year,total
dfatd-maecd,2017-2018,114470.00247754117
dfatd-maecd,2018-2019,6907.344436952124
dfatd-maecd,2019-2020,485696.8529137697
dfatd-maecd,2020-2021,822649.531738898
dnd-mdn,2017-2018,130262.37999999999
pc,2017-2018,554780.455701975
pc,2018-2019,387582.65570197505
pc,2019-2020,442084.72335553943
pc,2020-2021,467701.9279221446
pwgsc-tpsgc,2017-2018,5649725.747123504
pwgsc-tpsgc,2018-2019,7334495.739453256
pwgsc-tpsgc,2019-2020,9885837.263051534
pwgsc-tpsgc,2020-2021,3838372.068426323
rcmp-grc,2017-2018,199475.46999721948
rcmp-grc,2018-2019,536540.6651857431
rcmp-grc,2019-2020,616269.0013619016
rcmp-grc,2020-2021,530016.9547089868
