owner_org,d_fiscal_year,total
aafc-aac,2017-2018,5511.256399999999
aafc-aac,2018-2019,98932.1636
aafc-aac,2019-2020,38038.25
aafc-aac,2020-2021,11434.328671328672
atssc-scdata,2017-2018,24001.2
cbsa-asfc,2017-2018,623473.0982585378
cbsa-asfc,2018-2019,644030.443593315
cbsa-asfc,2019-2020,645794.9105620637
cbsa-asfc,2020-2021,644030.443593315
chrc-ccdp,2018-2019,60384.380000000005
cic,2017-2018,536779.949389027
cic,2018-2019,566457.5688844319
cic,2019-2020,350803.92249208386
cic,2020-2021,302166.8989719848
csps-efpc,2018-2019,43058.467741935485
csps-efpc,2019-2020,41691.532258064515
dfo-mpo,2017-2018,99424.7
dfo-mpo,2018-2019,57508.86
dfo-mpo,2019-2020,0
dfo-mpo,2020-2021,147560.54663157897
dnd-mdn,2017-2018,4048923.714340761
dnd-mdn,2018-2019,3376072.3534553866
dnd-mdn,2019-2020,2207677.158207303
dnd-mdn,2020-2021,1880406.2510404661
ec,2017-2018,428756.1262391574
ec,2018-2019,428756.1262391574
ec,2019-2020,206888.6731185241
ec,2020-2021,450667.1988031915
elections,2017-2018,22959.188981562776
elections,2018-2019,114247.66064822943
elections,2019-2020,197493.04255633595
esdc-edsc,2017-2018,650107.25430116
esdc-edsc,2018-2019,1635728.902998835
esdc-edsc,2019-2020,1496895.182700005
esdc-edsc,2020-2021,51738.71
fcac-acfc,2018-2019,183934.24451410657
fcac-acfc,2019-2020,247499.7554858934
fin,2020-2021,25989.999999999996
fintrac-canafe,2018-2019,34686
fintrac-canafe,2019-2020,51980
fintrac-canafe,2020-2021,51980
ic,2019-2020,39999.74
infc,2017-2018,305359.8699715547
infc,2018-2019,62983.921475409836
jus,2017-2018,150711.10787214612
lac-bac,2018-2019,23229.149999999998
nrc-cnrc,2020-2021,54352.24022988505
ocl-cal,2019-2020,30407.964356435645
ocl-cal,2020-2021,12848.435643564357
opc-cpvp,2019-2020,17673.2
osfi-bsif,2017-2018,408471.96446476394
osfi-bsif,2018-2019,410155.4759219386
osfi-bsif,2019-2020,417729.0637746633
osfi-bsif,2020-2021,403016.79205097083
pco-bcp,2017-2018,91982
pmprb-cepmb,2018-2019,5364.974117647059
pmprb-cepmb,2019-2020,33281.025882352944
ps-sp,2018-2019,1059.375
ps-sp,2019-2020,21540.625
psc-cfp,2017-2018,8940.891835803875
psc-cfp,2018-2019,216878.57424704396
psc-cfp,2019-2020,306426.7139171522
pwgsc-tpsgc,2017-2018,261824.40793715665
pwgsc-tpsgc,2018-2019,2556358.971573418
pwgsc-tpsgc,2019-2020,2794467.2296036873
pwgsc-tpsgc,2020-2021,2361182.757245068
rcmp-grc,2017-2018,63306.92345838218
ssc-spc,2017-2018,3679744.257778282
ssc-spc,2018-2019,325752.4898010931
ssc-spc,2019-2020,194935.40933429758
ssc-spc,2020-2021,162625.5689707968
statcan,2019-2020,352432.4193548387
statcan,2020-2021,405797.5806451613
tc,2017-2018,332388.4735797571
tc,2018-2019,283529.61754463305
tc,2019-2020,191066.2361619705
tc,2020-2021,277505.9366754617
vac-acc,2017-2018,66282.87452054795
vac-acc,2018-2019,96087.92547945205
vac-acc,2020-2021,32343.75
