d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,263454.69
1_facilities_and_construction,2018-2019,172690.23
1_facilities_and_construction,2019-2020,251869.94
1_facilities_and_construction,2020-2021,251181.77
11_defence,2017-2018,2089240.13
11_defence,2018-2019,1388812.06
11_defence,2019-2020,180049.86
2_professional_services,2017-2018,1224979.37
2_professional_services,2018-2019,3328081.83
2_professional_services,2019-2020,4335107.08
2_professional_services,2020-2021,3836284.50
3_information_technology,2017-2018,6366480.35
3_information_technology,2018-2019,4529357.65
3_information_technology,2019-2020,3679166.26
3_information_technology,2020-2021,2203830.10
6_industrial_products_and_services,2017-2018,19816.86
8_security_and_protection,2017-2018,60690.89
8_security_and_protection,2018-2019,22352.23
8_security_and_protection,2019-2020,22413.47
