d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,1917.02,1975.78
it_consulting_services,2018-2019,1917.02,1952.06
it_consulting_services,2019-2020,1922.27,1906.85
it_consulting_services,2020-2021,1281.52,1222.89
it_devices_equipment,2017-2018,366438.41,377609.98
it_devices_equipment,2018-2019,982494.02,999998.79
it_devices_equipment,2019-2020,2433206.76,2408096.29
it_devices_equipment,2020-2021,1083806.83,1033492.36
it_devices_equipment,2021-2022,850656.78,796713.40
it_other,2017-2018,288460.95,297412.90
it_other,2018-2019,185344.16,188932.97
it_other,2019-2020,54524.00,54237.38
it_other,2020-2021,33694.27,32123.26
it_other,2021-2022,21791.89,20439.27
it_software_licensing,2017-2018,6752.98,6963.83
it_software_licensing,2018-2019,57108.63,57909.33
it_software_licensing,2019-2020,235849.30,233319.91
it_software_licensing,2020-2021,275831.44,262967.45
it_software_licensing,2021-2022,263195.18,246297.44
