d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,1535.19,1582.65
10_office_management,2018-2019,154766.85,156821.95
10_office_management,2019-2020,658680.74,647837.19
10_office_management,2020-2021,182324.27,173581.33
10_office_management,2021-2022,361169.10,337096.56
10_office_management,2022-2023,278785.87,248066.63
2_professional_services,2022-2023,23650.00,21362.20
3_information_technology,2018-2019,64097.25,65637.32
6_industrial_products_and_services,2020-2021,689199.00,650224.31
6_industrial_products_and_services,2021-2022,605279.24,562001.53
